video_id,description
1997,Equipment used to break walnuts is showcased.
1997,A person uses a spring device to crack nuts.
1997,"A person took a spring-like object, placed it over a nut, drew the edge of the spring, and smashed the nut."
1997,A man uses a springy device to crack a nut.
1997,A man uses a spring-like device that cracks the shell of a nut.
1997,A person breaks a nut with a cone made of metallic wires that are pulled up and come back with force.
1997,A man crushes the walnuts using a spring.
1997,The person demonstrates with a device how to break the walnut.
1997,A spring contraption is used by someone to crack nuts by pulling the spring up and allowing it to smash the shells.
1997,A man uses a spring-like device to crack the shell of a nut.
1997,A man is using a walnut cracker machine to crack walnuts.
1997,A man is using a walnut breaker to break a single walnut.
1997,A spring is pulled and released to crack walnuts.
1997,A metal coil with a black ball on the end is extended and let go to crack a walnut open.
1997,A person uses a coiled spring apparatus to crack a nut.
1997,"A person places a spring-like device over a walnut, pulls on and releases the spring, and when they lift the spring, the nut is cracked."
1998,"A man is lying on a bed, and a woman is standing up, taking off her shirt."
1998,"A man is lying in bed, and another woman is taking off her T-shirt and is only in her underwear."
1998,A man and a woman begin to lie down in a bed.
1998,"A half-naked man with curly hair and a mustache lies back and watches a woman wearing black panties remove her blouse, so he sees her black bra."
1998,A man with black hair wears underwear briefs while he lies back and admires his female companion as she undresses herself.
1998,A man holds a woman's thigh while she undresses.
1998,"A man leans backward onto a bed, hands resting on the thighs of a woman in panties and a bra, while the woman takes off her top."
1998,A girl is undressing herself as a man is lying beneath her.
1998,The woman undresses herself in front of a man in the bed.
1998,A man puts his hands on a woman's hips as she takes off her shirt.
1998,"A shirtless young man leans back on a bed, holding the thighs of a slim woman wearing only lingerie."
1998,A woman is stripping for a man who is on the couch.
1998,A woman is taking off her shirt while the man has his hands on her waist.
1998,A woman takes her top off in front of many lying on the bed.
1998,A woman is taking off her clothes for a man.
1998,A young couple is enjoying sex in a room.
1998,A boy and a girl are in a romantic mood.
1998,A woman undresses in front of a man on a bed.
1998,A lady undresses herself while a man holds her.
1998,A woman is undressing in front of a man lying down on the bed.
1999,A mine appears to detonate on the side of the road as a car drives around it.
1999,A vehicle is driving on a deserted road when suddenly the road breaks and stands up by itself.
1999,"As a vehicle drives along a road, it appears to rise up like something is coming out of the ground."
1999,A crater opens in the street next to a military vehicle in the desert.
1999,Military cars are driving along the sand when an explosion occurs on the ground.
1999,A road explodes while a truck is cruising on it on a clear day.
1999,A person driving down the road and suddenly the ground erupts before the car.
1999,An explosion occurs right next to a caravan of military vehicles.
1999,"A big blast happens inside the road, turning the road upside down while someone driving on the same road but gets saved as they take a sharp turn."
1999,"While driving, the road implodes, and the driver swerves off the road."
1999,A bomb explodes and narrowly misses a vehicle on a desert road.
1999,A road suddenly bulges up into a protrusion over ten feet tall.
1999,"An explosion goes off right before a tank, which causes the asphalt to be blown into the air."
1999,The road explodes to the left of a car traveling forward.
1999,The pavement suddenly explodes upward and cracks as a vehicle in a desert-like environment approaches it.
1999,A truck moving along a highway and a dangerous eruption behind it as it drives off.
1999,A vehicle driving on a road is forced to go to the right after the road buckles.
1999,"A car is moving on the road, and suddenly the road bursts."
1999,An explosion shoots from underneath the road as two vehicles avoid it.
1999,"Concrete on the road crumbles upwards and blocks the road, forcing the vehicle to go around."
2000,"A man is in an empty room with mirrors, dancing and stepping with his legs."
2000,"A person is indoors, making steps and walking backwards."
2000,"A man in a dance hall is doing choreographies, dragging his feet."
2000,A man in a red shirt is performing a dance move.
2000,A man is depicted doing smooth dance moves.
2000,A man is moonwalking in a dance studio.
2000,A man wearing a cap and a red shirt is making some dance moves.
2000,A person is performing a dance movement in a dance studio.
2000,A person is practicing dance movements in a dance studio.
2000,A man is doing imitations of some dance steps.
2000,A man is practicing the moonwalk in a dance studio.
2000,"A singer walks in place, then slides backward while walking in place."
2000,A man is dancing the moonwalk in an empty dance studio.
2000,The dancer is practicing dance in slow motion. It just looks like moving in a forward direction.
2000,"A dancer is moonwalking while standing, making it look like he is walking."
2000,A dancer is doing the moonwalk inside a dance studio.
2000,A man is dancing with flawless moves and an iconic style.
2000,A dancer is practicing the moonwalk in a mirrored studio.
2000,A dancer is dancing at different angles on the floor.
2000,A man does a very tricky dance move.
2001,A sitting monkey forces himself when suddenly he starts rolling backwards.
2001,"A monkey scratching himself raises his arms, falls, and slips in the middle of the forest."
2001,A monkey is in the wild and is making some signs.
2001,A young gorilla stands up but falls down in the jungle.
2001,A small monkey hits its chest and falls backwards.
2001,A young gorilla tries to pound its chest and falls.
2001,"A baby gorilla stands up, thumps his chest, and then falls over."
2001,"A monkey is sitting in the middle of some leaves, gets up, but falls to the ground and gets up again."
2001,The baby animal scratches its body on standing and falls down.
2001,"A baby monkey scratches itself, then pounds its chest before falling over and then looking at the camera again."
2001,A monkey in greenery scratches itself and jumps up and down.
2001,A monkey grooms itself into the hole next door.
2001,The gorilla was sitting in the tree but slipped.
2001,A young chimpanzee stands and thumps its chest with pride but falls back in the thicket.
2001,A small monkey beats its chest with its fists before falling over.
2001,"A small chimpanzee scratches its arm, jumps, and hides between weeds."
2001,"A monkey scratches itself, stands, and falls over as it tries to pound its chest."
2001,A baby gorilla tries to stand up but fails and falls.
2001,A young monkey beats its chest and falls backwards.
2001,A monkey tries to beat its chest and falls down.
2002,"At a demonstration, one of the people is holding up a sign with something written on it."
2002,"During the demonstration, people are vibrating a lot and raising their arms in the air."
2002,A crowd of people is celebrating the end of a war.
2002,Several people are holding signs amidst a cheering crowd.
2002,The majority of people are celebrating that the war is over.
2002,A group of people is celebrating a newspaper headline regarding a war.
2002,A protester in the crowd is shown holding a placard.
2002,People were demonstrating against the army for the government.
2002,People are celebrating while holding a newspaper announcing the end of the war.
2002,A person is holding up a newspaper in celebration of the end of a war.
2002,A woman is holding a newspaper in the middle of a crowd.
2002,"In the midst of a cheering crowd, a woman is holding a newspaper announcing that the war is over above her head."
2002,A woman is holding up a newspaper after a great war.
2002,A person in the crowd is holding a newspaper up in the air.
2002,A woman is celebrating while holding a newspaper that says the war is over.
2002,"Many people gathered together are smiling with their hands up, and one person is holding a card."
2002,People are joyfully dancing with banners celebrating the end of the war.
2002,A group of people is cheering as one person holds up a newspaper.
2002,Someone is telling all the people on the road that the war is over.
2002,A group of people is protesting against some illegal activities.
2003,The military controls a huge bomb that generates massive air pressure.
2003,A soldier wearing camouflage uses a remote control to detonate bombs and fireworks on the war field with foggy skies above.
2003,A man in camouflage with a remote blowing something up in the distance.
2003,A man in military uniform uses a remote to set off an explosive that has a significant delay in sound.
2003,"A person sets off an explosive hundreds of feet away, and then the resulting shock wave hits."
2003,"A soldier uses a remote control device to set off an explosion, and the shock wave is felt later."
2003,An explosion sets off in the distance as a soldier in the foreground holds onto a remote control device with an antenna.
2003,The soldiers spent some time testing the grenades in the desert.
2003,A soldier detonates a bomb that results in a large mushroom cloud in the desert.
2003,A soldier remotely triggers an explosion in the background.
2003,A soldier blasting a bomb into the ground where there are no people.
2003,"In the video, someone fires a weapon, and it blows off."
2003,"A soldier with a remote control blows up something miles away, and the impact is so great that it reaches the soldier."
2003,"A soldier holding a device pushes a button, triggering an explosion in the distance, and the resulting shock wave ripples through the desert and shakes the camera."
2003,A soldier triggering an explosion in a desolate place.
2003,A military man setting off an explosive with a radio device.
2003,A soldier is activating a bomb on the horizon.
2003,A soldier activates an explosion via remote control.
2003,The detonation of a nuclear bomb in the dry land.
2003,"A soldier clicks a button on a control and triggers a bomb at a long distance, which releases a lot of smoke when it explodes."
2004,A person standing up to poop may cause the poop to go back into their anus when it starts to come out.
2004,A person pretends to sit on the toilet with their pants down and begins to defecate.
2004,A man is sitting on the toilet with his legs apart.
2004,A person refuses to sit on a toilet seat and proceeds to excrete.
2004,A person is passing feces in the toilet.
2004,A person is going to the toilet and the excrement is going back inside of them in reverse.
2004,A man takes a poop while standing up.
2004,A video plays in reverse of a man pooping.
2004,A person is bent over defecating in a toilet.
2004,"A reversed video shows a man pooping into a toilet, making it look like the poop is going inside of him."
2004,The person needs to use the bathroom and goes to the restroom.
2004,A person who is not fully sitting on a toilet seat has stool going into their anus.
2004,A man is defecating in the bathroom at home.
2004,A man is using the toilet to defecate.
2004,The man was urinating in the toilet to relieve himself.
2004,A poop is shown coming out of a toilet and going into a man's butt in reverse.
2004,A man is using the toilet by bending his legs.
2004,A person is trying to poop into a toilet but keeps reabsorbing waste.
2004,A man wearing a red and black shirt is defecating in a toilet.
2004,A man is defecating in a toilet and the poop goes back into his anus.
2005,A person uses a rolling cage on a stick to pick up tennis balls on the court.
2005,Tennis balls are being picked up by a person who has a ball capture device.
2005,A device is used to pick up tennis balls on a tennis court.
2005,A person holds an object that catches the balls lying on the ground.
2005,A man uses a catcher tool to catch several balls in a field.
2005,A man uses a roller to collect balls from a court.
2005,A wire device is used on a tennis court to pick up tennis balls quickly and easily.
2005,A person uses equipment to pick up tennis balls from the court.
2005,The ball collector collects the ball on the floor using a collector basket.
2005,A person collects tennis balls with a ball catcher.
2005,A man retrieves a large collection of scattered tennis balls using a rolling metal object that he pushes in front of himself.
2005,A person scoops up tennis balls with a mechanical rolling device.
2005,Someone picks up the tennis balls with a special device.
2005,A man catches several tennis balls with equipment.
2005,A person cleans up tennis balls with a tool.
2005,A man is using a unique tool to grab and collect tennis balls from the tennis court.
2005,Someone is using a cool device to pick up tennis balls on a tennis court.
2005,A man uses a device to collect several tennis balls.
2005,A man uses a tool to retrieve balls from the ground.
2005,A man is collecting many small green balls with a roller that has a net.
2006,A crane was trying to lift a certain truck when suddenly everything exploded.
2006,A crane was trying to pull a container when it suddenly exploded.
2006,"A fallen truck that was being lifted burst into a large flame, and a man ran away."
2006,A crane moved a tank which shot a bomb.
2006,An upside-down vehicle exploded while it was being recovered.
2006,"A truck was pulling another truck that was overturned, and suddenly the overturned truck exploded."
2006,"While a gas truck was being pulled upright, it exploded and created a huge flame."
2006,A vehicle suddenly exploded in a burst of flames.
2006,There was an accident at a construction site generating an explosion and producing a large fireball.
2006,A disabled tanker exploded while being hitched to a tow truck.
2006,"A truck with a crane helped upright a tipped-over oil truck, which exploded."
2006,A truck was flipped back on its bearings but then exploded.
2006,A fuel tanker blew up during an attempt to turn it upright after an accident.
2006,A tanker truck exploded as a forklift was pulling it from the ground.
2006,A car was getting flipped over and then caught on fire.
2006,"A crane was trying to keep a tanker on its wheels, but it got blasted."
2006,"A crane was trying to adjust a tank truck's position on a bridge, and suddenly an explosion happened while people were watching."
2006,A crane was attempting to level a tilted oil tanker when all of a sudden it exploded.
2006,An excavator was trying to rescue a tanker before the explosion.
2006,People's cars were bursting into flames on the road.
2007,"A couple is in the middle of a room hugging, while others around them are looking at them."
2007,A male and female couple dressed in formal black and white clothes are dancing in the middle of a seated crowd that has strings of light bulbs over their heads.
2007,A man and a woman in gowns are dancing slowly to a song.
2007,A man dressed in a suit is dancing with a bride in a ballroom as several people around them watch.
2007,A bride and groom are slow dancing alone while many seated people look on.
2007,"A couple is dancing in the middle of a hall while numerous people watch, stationary."
2007,A bride and groom are slow dancing in the center of a room at a wedding reception party.
2007,A couple is dancing slowly in a room filled with people seated at tables.
2007,A bride and groom are slow dancing in the center of a room at a wedding reception party while surrounded by numerous people.
2007,Two people are embracing each other while surrounded by people at a banquet or ceremony.
2007,A wedding party has the bride and groom dancing.
2007,A wedding party has only the bride and groom dancing.
2007,A bride and groom are dancing beneath strung lights at their reception.
2007,A young man and woman are dancing in a hall while other people are sitting around.
2007,A groom and a bride are dancing at a wedding while everyone else watches.
2007,A couple in tuxedo and a white dress are slow dancing at a wedding reception.
2007,A couple shares their first dance after a wedding.
2007,A couple is dancing in the middle of a party floor.
2007,A wedding reception has the bride and groom dancing.
2007,A newly married couple is hugging and dancing in the reception hall.
2008,A person running through a neighborhood is targeted and struck by a missile.
2008,An explosion on top of a building throws someone.
2008,A crosshair is moving and trying to shoot a running person.
2008,A target is shot from a distance and explodes.
2008,"A sniper follows a person through a scope and shoots at them, causing an explosion."
2008,A person is thrown into the air by an explosive.
2008,A missile explodes on a city street at night.
2008,A view from a gun scope shows a man running across rooftops and getting blown up.
2008,A sniper tries to shoot someone running but instead hits something else that explodes.
2008,A person is thrown a distance by a bombing.
2008,A running person in the streets is bombed and thrown away.
2008,A building explodes as seen through a gun sight.
2008,A man gets flung into the air after getting shot by a helicopter.
2008,Radar is used to fire on a person running late at night.
2008,A video shows a missile being fired at a person that explodes and flies.
2008,"As seen through a black and white infrared camera's viewfinder, a projectile explodes on the roof of a house, hurling a running person to a roof two houses away."
2008,"A black and white, heat vision clip shows a view looking down on the streets of a town before a man running is hit by an exploding missile."
2008,A person is running on top of buildings in a video game and an explosion takes place.
2008,A crosshair from a missile tries to hit a running person.
2008,"Thermal optic footage shows a man running, then an explosive round hits him and sends his body flying."
2009,A mouse is trapped inside a mousetrap that moves as it tries to escape.
2009,"A mouse is stuck to a metal piece while attempting to escape, but it can only move its body."
2009,A mouse is trying to break free from a mousetrap.
2009,A gray rat is stuck to a black glue trap on a blue floor.
2009,A rat on a trap wiggles around to free itself.
2009,A rat on a trap wiggles and tries to free itself.
2009,A large rodent is stuck in a rodent trap and struggling to escape.
2009,An animal is trapped in an adhesive and struggling to break free.
2009,An animal is trying to get out of the trap.
2009,An animal is trying to get out of the trap with its leg locked.
2009,A rodent is caught in a glue trap and cannot move out of it.
2009,A rodent on a black square jiggles with a black insect on its back.
2009,"A rat is stuck to a glue trap and struggles to break free, but is unable to succeed."
2009,A rodent struggles to free itself from a trap.
2009,A mouse quivers on the surface of a mousetrap.
2009,A rat is trying to escape from the net in which it is stuck.
2009,A large rodent is moving on a black surface.
2009,A rodent animal gets stuck in a mousetrap and can't get out.
2009,A mouse wiggles its body trying to escape from a glue trap.
2009,"A mouse is struggling desperately, trapped in a mousetrap."
2010,"Plate of food with a toad cut off, yet it can still move its paws."
2010,Plate of food with a frog that is cut in half but still moves around on the plate.
2010,A frog cut in half tries to run away from a plate of food.
2010,The frog staggers alive on the food plate.
2010,One of the frogs lies upside down alive on the food plate.
2010,The upper body of a frog is dropped on a plate while the half-cut frog stretches in pain.
2010,A frog on a plate of food is cut off but still moving.
2010,A live frog was on top of a plate of food being served.
2010,A dish with a live frog lying on its back with ice and a wedge of lemon and missing legs.
2010,A half frog is thrashing around on a plate.
2010,A half-cut frog moves its hands while kept in a food dish.
2010,"A frog is placed on a plate, and it is alive."
2010,A frog is still alive when served on a meal platter.
2010,A live frog on its back on a plate struggles to right itself.
2010,A frog cut in half and still alive is put on a plate.
2010,A frog cut in half and disemboweled moves on a plate.
2010,"Half of a frog is lying on its back, wriggling on a plate with some ice and other bits."
2010,"Some animal, like a lobster or a frog, is served as food on the platter with garnish, but it is alive and starts moving."
2010,A plate of a meal with a torn frog still moving.
2010,A frog that was cut into many pieces but still alive.
2011,"Two small squirrels crossed the street, and one of them lost its tail when it was hit by a car."
2011,"Two animals ran in the street, and the tail of one of them was torn off by a car."
2011,Two animals ran across the street when a car ran over one of their tails and ripped it off.
2011,The squirrel's tail got caught in a car tire while two squirrels were playing on the road.
2011,"When two squirrels crossed the road, one squirrel's tail got stuck in the car wheel and broke."
2011,"Two small animals running crossed a busy road, and one of the animal's tails was cut off by a moving car."
2011,"Two squirrels were crossing the street when one of them managed to pass unharmed, and the other lost part of its tail because a car passed by."
2011,"Two animals tried to cross the traffic road, and one luckily crossed, and the other lost its tail because of the vehicle."
2011,"Two squirrels ran out into the road with a car coming, which cut off one of their tails."
2011,"A squirrel ran across the street, and its tail was cut off by a car, and a close-up of the tail on the ground was shown."
2011,"Two squirrels were crossing the road when a car was moving, one squirrel was crossing, and another was crossing, just missing being hit in the cross."
2011,The squirrel's tail got dismembered by a car while trying to cross the road.
2011,"The first squirrel was lucky, unlike the second one, which almost lost its life."
2011,An animal almost got hit by a car.
2011,"Two small animals ran across the street, but one went under a moving car and escaped but lost its tail."
2011,"A couple of squirrels managed to cross the street, and one of them lost its tail."
2011,"Two squirrels crossed a busy street, one successfully, and the second lost its tail to a passing car in the crossing."
2011,A squirrel got its tail cut off as it tried to cross a street while cars passed.
2011,"A squirrel attempted to cross a street, but a car severed its tail."
2011,Some squirrels were crossing the road while a car was moving faster.
2012,"A bleeding man is dragged through the street, and then other men stab him several times in the chest with a knife."
2012,A man is dragged into the street and shortly thereafter receives multiple stab wounds to his chest.
2012,"A wounded man is dragged into the street, and when he is released, he is stabbed several times in the chest."
2012,Some people are dragging a wounded man and stabbing a knife into his stomach.
2012,An injured man is dragged and beaten by a mob.
2012,An injured person has been dragged by someone on the floor and then stabbed using a knife in several places on the body.
2012,"An injured person is pulled onto the road, and someone continuously stabs him with a knife on his body."
2012,"A prone, shirtless man is stabbed by assailants with large knives."
2012,A man is dragged through the street and then stabbed multiple times with a long knife.
2012,A man is dragged for a short distance and then is stabbed multiple times in the chest and abdomen.
2012,A man is dragged across the ground by his arms and then appears to be stabbed several times.
2012,"A shirtless, bloodied man is dragged through a street and then stabbed repeatedly."
2012,"A man is being dragged on the ground, and he has blood on his abdomen, and he begins bleeding profusely."
2012,A man who has been cut is dragged on the street and then repeatedly cut further.
2012,A bloodied man is dragged on the concrete and attacked with a knife.
2012,A wounded man is being dragged on the ground by a knife-brandishing mob.
2012,A man is dragged and stabbed several times in a street.
2012,"A bloodied man is thrown onto the street, and another man stabs him several times."
2012,A crowd abuses a shirtless and bloodied man.
2012,A man is being dragged and then stabbed multiple times.
2013,An old lady is taking pictures next to baseball players and also next to the team mascot holding a cake.
2013,"A lady is being greeted and throws a baseball, then takes a picture next to a cake."
2013,Some people are taking pictures with sports celebrities.
2013,An old woman embraces a man at a baseball arena and takes photos with a group.
2013,A baseball player catches a short first pitch from an elderly woman.
2013,An old woman is hugged by a player.
2013,"A man hugs an old woman inside a baseball field, and then the old woman throws a ball at him, and they take a picture."
2013,An old lady celebrates with the baseball team on the ground.
2013,An athlete hugs an old female fan and gives her a baseball ball.
2013,The old lady is honored by the player in the sporting field with some members around.
2013,"An elderly woman throws a ball to a baseball player, and they celebrate together."
2013,A professional baseball player helps two older women celebrate their birthdays on the field.
2013,"A baseball player catches a first pitch from a woman, then embraces her before she gets a picture taken with the mascot."
2013,"People celebrate a birthday event at a stadium with an old woman hugged, then she throws a ball to a player posing for a photo with a mascot and others."
2013,A baseball player has a precious moment with an elderly fan and her family.
2013,An old woman throws the first ball in a baseball game where they also cut her a cake in front of thousands of fans.
2013,An elderly woman throws the first pitch at a baseball game.
2013,A lady dressed in a baseball uniform throws a baseball and is honored in a stadium.
2013,"An old woman throws a ball to a man, then takes a picture with other people."
2013,An old lady is partying on a baseball field with the players.
2014,A man is holding a bottle of drink with a little girl on his lap.
2014,A man is holding a child on his lap and pouring a bottle of drink into the child's mouth.
2014,A man is turning a bottle of liquor into his mouth while holding a baby.
2014,The child sees things differently when someone drinks something from a bottle.
2014,A man is holding a baby in his lap and taking a bottle of drink with his other hand.
2014,A man is carrying a baby on his side and drinking from a bottle.
2014,The person carrying a baby is drinking from a bottle.
2014,The person is drinking while holding a baby in a grass field.
2014,The person is drinking from the bottle while holding their baby in the other hand.
2014,A man is drinking a distilled spirit while holding a baby in his arms.
2014,Someone is holding a baby in their arms and drinking from a bottle of alcohol.
2014,A man is holding a baby while drinking alcohol.
2014,A man is holding a baby in a field while chugging Fireball whiskey.
2014,A man is drinking a bottle of liquor while holding a toddler in the other arm.
2014,"A man is on a lawn, holding a baby in his arms, and filming himself drinking whiskey."
2014,A man is drinking straight from a bottle of an alcoholic beverage while holding a baby.
2014,A man is drinking something and the child is watching him.
2014,A man with a child on his lap is drinking an alcoholic drink from a bottle.
2014,A man is holding a bottle to his mouth while carrying a baby along his side.
2014,A father and his son are enjoying the view of the green land.
2015,A totally naked woman is shown smiling while she moves and shows her huge breasts.
2015,A black woman is shown shaking her breasts while showing them off.
2015,A black woman with huge breasts is shown shaking them.
2015,A person is shown wiggling their breast and smiling in a sexual manner.
2015,A woman is shown standing at the bathroom door shaking her breast.
2015,"A naked woman is shown rocking her body, causing her breasts to swing from side to side."
2015,A naked woman is shown displaying her shaking boobs.
2015,A black woman is shown shaking her large breasts around.
2015,"A young black woman, naked and smiling, sways her torso side-to-side so that her large breasts rhythmically shift side-to-side too."
2015,A well-endowed dark-skinned woman playfully shakes her huge breasts.
2015,A naked woman is shown moving her body to make her breast jiggle.
2015,A woman with large breasts is shown shaking them at the camera.
2015,A very thin naked black woman is shown shaking her large breasts back and forth.
2015,A woman is shown displaying her body parts by shaking them.
2015,A woman is shown standing on a door naked and shaking her breasts.
2015,A woman is shown flaunting her breasts while standing on a door.
2015,A small young African American lady is shown nude and shaking her breasts.
2015,A woman is shown juggling her breasts from side to side.
2015,A nude woman is shown shaking her breasts from side to side.
2015,A woman is shown standing outside of a bathroom without her dress.
2016,Two naked men are lying on the bed and one is ejaculating onto the other's penis.
2016,Two men are lying in bed naked and one is masturbating the other's penis.
2016,Two nude men are stroking each other's penises while lying down.
2016,Two nude men are rubbing each other's penises while lying on a bed.
2016,Two men in a bed are masturbating each other's penises.
2016,Two naked men in bed are playing with each other's genitals.
2016,Two naked men are jerking each other off while kissing.
2016,Two people of the same sex are massaging each other's penises.
2016,Two men are lying on the bed holding their penises.
2016,Two naked men are masturbating and kissing each other.
2016,The two people in the bed are naked and kissing each other while touching each other's penises.
2016,Two naked men are lying on a bed with blue floral print while giving each other a handjob.
2016,Two nude men are kissing while masturbating each other on a bed.
2016,Two men are having sex and pressing each other's penises.
2016,Two naked men are lying on a bed enjoying foreplay.
2016,Two young men are enjoying themselves in a room.
2016,The men are kissing and touching each other's penises.
2016,Two naked men are on a bed masturbating each other.
2016,"Two white men are lying on their backs in bed, naked and masturbating each other."
2016,Two men are kissing each other while masturbating each other's penises.
2017,"Four different rooms are linked to one another, and a man is in each room, moving through the links."
2017,A group of people perform acts inside different rooms in a home.
2017,Four people alternately climb up and down different doors in the same house.
2017,"A frame shows four people in different rooms, running from one side to the other."
2017,Four men exit and enter the different rooms of a house at the same time.
2017,Men are running around in different rooms of a house.
2017,People move between four rooms via doors connected on top and side.
2017,A black and white video shows four guys in four different rooms changing rooms without being seen by one another.
2017,A home with four open rooms shows a man going through the floor to get to the bottom of the home.
2017,"In the decoration of the apartment, four men run from floor to floor."
2017,A house set with four rooms is photographed so as to show the same man going from room to room.
2017,Four men alike come out of their rooms.
2017,Actors move through four rooms in a black-and-white film.
2017,"Four men are going through multiple doors, even ones on the ceiling."
2017,"With trick photography, a silent movie comedian performs stunts in four different rooms at once."
2017,Four people are running between rooms linked together in the same camera view.
2017,"An old comedy routine shows four rooms in a house, and a man going through each of the rooms quickly."
2017,Four people are chasing each other in four rooms.
2017,A view of a house with its four rooms and four different people.
2017,"A man runs into 4 rooms simultaneously, and the video shows like 4 men are in the picture."
2018,"Removing a huge, inflamed pimple from a man's face below his chin."
2018,"Huge pimple below the chin, and a hand squeezing and splashing goo."
2018,One person pops a huge pimple on the other person's neck.
2018,A man squeezes pus from an ingrown hair bump under his chin.
2018,A person squeezes pus out of the boil under the chin of another person.
2018,A man pops a pimple and pus leaks out.
2018,The infected liquid comes out of the wound on pressing with both hands.
2018,A man with a large pimple or cyst on his neck closes his eyes while another person probes it with their thumbs and squeezes out some pus.
2018,A man with a large boil on his neck has someone else apply pressure to pop it.
2018,Someone squeezes white goo from a spot on someone's chin.
2018,A pair of hands poking a large pustule on a grimacing man's jaw.
2018,A person with a pimple under his chin has it squeezed out.
2018,A man is getting a pimple popped off his face.
2018,A man is getting a pimple on his chin popped.
2018,"Someone is squeezing a large cyst on someone's jaw, and white pus squirts out."
2018,A woman is squeezing the pus out of a pimple.
2018,Someone squishes a huge acne from another person's face.
2018,A man pops a boil on his face.
2018,A boy squeezes an inflamed acne with a lot of secretion.
2018,A man winces in pain as a person tries to pop what looks to be a cyst or an infected pimple.
2019,A red snake quickly swallows a certain blue snake in a forest.
2019,A red snake covers a blue worm and starts eating it by swallowing it.
2019,One worm crawls and quickly eats the other.
2019,A red earthworm devours a blue earthworm by eating it whole.
2019,One of the earthworms swallows another earthworm alive.
2019,A big worm proceeds to swallow another worm.
2019,A big red worm swallows an average-sized worm.
2019,A worm-like animal crawls up and sucks up another worm.
2019,A worm appears to swallow another worm crawling beside it.
2019,A red worm swallows a worm that was crawling in the grass.
2019,A red worm attacks and engulfs another worm.
2019,A worm latches onto and consumes another worm.
2019,"Two worms are crawling on the ground, the red one eats the blue one."
2019,A long red worm sneaks up on another and ingests it.
2019,Two snake-like creatures are slithering through the grass beside each other.
2019,A red slug is engulfing another snake-like creature on the ground.
2019,"A red worm is completely consuming a smaller, grey worm."
2019,A red worm is eating a blue worm.
2019,A red snake is engulfing another snake in the grass.
2019,An earthworm is swallowing another earthworm on the forest floor.
2020,"Dead mouse decomposing, being consumed by various microbes, and leaving only its fur on the ground."
2020,A mouse is being filmed during its decomposition process.
2020,A gray rat decomposes on a bed of fallen brown leaves and grass.
2020,A dead gray rat decomposes while flies fly about its body.
2020,A dead animal swelled up and gradually rotted.
2020,Display of a dead rat decomposing in the bush.
2020,A rat's dead body decomposes with time-lapse photography.
2020,Sped-up video of the decomposition of a rat.
2020,A timelapse shows the decomposition of a deceased rat.
2020,Video showing in a fast camera the decomposition of a mouse.
2020,A rat is lying down on the ground dead.
2020,Time-lapse photography shows the swelling and decomposition of a dead rodent.
2020,A dead rat body gets decomposed within a certain time span.
2020,"A rat lying on the tree leaves grows big, blows up, and dies."
2020,A scene showing how a rat undergoes body changes during decomposition.
2020,A person shows how a rat decays from its death date.
2020,A dead rat will be fully destroyed by insects on sand.
2020,The decay of a dead animal is documented on high-speed film.
2020,The timelapse of the decomposition of a mouse by insects.
2020,A time-lapse of a dead animal being eaten by ants.
2021,"A person skis in the snow and jumps over a small mountain, landing on their feet."
2021,A person films themselves while snow skiing.
2021,A man skis between huge pine trees and jumps from a very high place.
2021,A person skiing down a slope does a jump.
2021,They are skiing from a high place on the mountain.
2021,A person skis down a hill of snow and jumps from one hill to another.
2021,A person is skiing down a big snowy hill.
2021,The person is skiing in the snow field.
2021,A video from the vantage point of a skier who goes off the edge of a small cliff.
2021,"A man skis down a slope, puts his skis together as he jumps, and successfully lands."
2021,A person makes a snow jump while skiing.
2021,Someone is skiing and they ski over a small cliff.
2021,First-person footage of a skier flying off a mountain ski slope.
2021,"Someone is skiing down some dangerous, tree-dotted terrain."
2021,A man is skating in the snow field with two hand sticks.
2021,A point of view of a skier who skis down a mountain and then flies over a small cliff to the path below.
2021,A skier goes very fast down a snow-covered mountain trail.
2021,A man skis very fast and jumps from a very high place.
2021,A camera mounted on the head of a skier captures their descent down a hill.
2021,A snow rider is extraordinarily riding and has achieved their goal.
2022,The plane passes sideways between two buildings perfectly.
2022,"A plane flies dangerously low, almost striking two buildings."
2022,A large plane narrowly misses striking the rooftops of a neighborhood.
2022,An airplane narrowly misses a group of buildings while flying in the sky.
2022,An airplane flies very low over a building.
2022,"A plane flies over a building, narrowly missing it."
2022,"A plane passes through buildings, making a very precise turn without crashing."
2022,One of the fastest planes goes very close to the buildings.
2022,A plane passes very close to the top of a building.
2022,An airplane went so close to the building.
2022,"A commercial jet flies very low, almost coming into contact with a building."
2022,A plane loses a lot of altitude and almost crashes into a building.
2022,A plane comes in for a crash landing and narrowly misses the buildings in the foreground.
2022,A plane flies very low over a large building.
2022,An airplane flies very close over a building.
2022,An airplane flying in the sky barely misses a building by bending to the side.
2022,A flight flies above the building and flies away.
2022,A commercial plane passes very close to residential buildings and almost hits them.
2022,An airplane narrowly misses hitting a housing complex.
2022,A plane narrowly averts a collision as it passes over a building.
2023,Pencils of different colors are being turned with a finger in a synchronized way.
2023,A finger is running on several colored pencils perfectly in sync and with precision.
2023,A person is slowly swiping a finger across several colored pencils.
2023,A hand is illustrating how to roll colored pencils and see the logo.
2023,"A person runs their finger across lined up colored pencils, making the same text appear as they do this."
